text,iso,dimensionality,form,motion_type,motion_class,motion_sense,semantic_type,motion_signal_type
was,O,,,,,,,
destroyed,O,,,,,,,
in,O,,,,,,,
an,O,,,,,,,
air,O,,,,,,,
raid,O,,,,,,,
in,O,,,,,,,
World,O,,,,,,,
War,O,,,,,,,
II,O,,,,,,,
and,O,,,,,,,
rebuilt,O,,,,,,,
in,O,,,,,,,
1951,O,,,,,,,
.,O,,,,,,,
Still,O,,,,,,,
farther,O,,,,,,,
south,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
is,O,,,,,,,
the,O,,,,,,,
Tsukiji,PLACE,AREA,NAM,,,,,
Central,PLACE,AREA,NAM,,,,,
Wholesale,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
Market,PLACE,AREA,NAM,,,,,
Central,O,,,,,,,
Wholesale,O,,,,,,,
Market,O,,,,,,,
 ,O,,,,,,,
—,O,,,,,,,
 ,O,,,,,,,
the,O,,,,,,,
largest,O,,,,,,,
fish,O,,,,,,,
market,PLACE,AREA,NOM,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
Asia,PLACE,AREA,NAM,,,,,
.,O,,,,,,,
Some,O,,,,,,,
"1,600",O,,,,,,,
wholesale,O,,,,,,,
dealers,O,,,,,,,
do,O,,,,,,,
business,NONMOTION_EVENT,,,,,,,
here,PLACE,AREA,NOM,,,,,
",",O,,,,,,,
supplying,O,,,,,,,
90,O,,,,,,,
percent,O,,,,,,,
of,O,,,,,,,
the,O,,,,,,,
fish,O,,,,,,,
consumed,NONMOTION_EVENT,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
Tokyo,PLACE,AREA,NAM,,,,,
every,O,,,,,,,
day,O,,,,,,,
.,O,,,,,,,
Get,MOTION,,,PATH,REACH,LITERAL,,
here,PLACE,AREA,NOM,,,,,
very,O,,,,,,,
early,O,,,,,,,
(,O,,,,,,,
5,O,,,,,,,
am,O,,,,,,,
is,O,,,,,,,
ideal,O,,,,,,,
),O,,,,,,,
to,O,,,,,,,
see,O,,,,,,,
the,O,,,,,,,
tuna,O,,,,,,,
auctions,O,,,,,,,
and,O,,,,,,,
enjoy,O,,,,,,,
the,O,,,,,,,
orchestrated,O,,,,,,,
pandemonium,O,,,,,,,
of,O,,,,,,,
the,O,,,,,,,
market,O,,,,,,,
at,O,,,,,,,
its,O,,,,,,,
finest,O,,,,,,,
.,O,,,,,,,
From,MOTION_SIGNAL,,,,,,,PATH
here,PLACE,AREA,NOM,,,,,
",",O,,,,,,,
you,SPATIAL_ENTITY,AREA,NOM,,,,,
could,O,,,,,,,
walk,MOTION,,,COMPOUND,MOVE,LITERAL,,
to,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
lovely,O,,,,,,,
Hama,PLACE,AREA,NAM,,,,,
Rikyu,PLACE,AREA,NAM,,,,,
Detached,PLACE,AREA,NAM,,,,,
Palace,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
,PLACE,AREA,NAM,,,,,
Garden,PLACE,AREA,NAM,,,,,
Rikyu,O,,,,,,,
Detached,O,,,,,,,
Palace,O,,,,,,,
Garden,O,,,,,,,
.,O,,,,,,,
Originally,O,,,,,,,
a,O,,,,,,,
Tokugawa,O,,,,,,,
family,O,,,,,,,
estate,PLACE,AREA,NOM,,,,,
",",O,,,,,,,
the,O,,,,,,,
garden,PLACE,AREA,NOM,,,,,
became,O,,,,,,,
a,O,,,,,,,
public,O,,,,,,,
park,O,,,,,,,
in,O,,,,,,,
1945,O,,,,,,,
.,O,,,,,,,
The,O,,,,,,,
path,PATH,AREA,NOM,,,,,
to,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
the,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
left,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
the,O,,,,,,,
left,O,,,,,,,
as,O,,,,,,,
you,SPATIAL_ENTITY,AREA,NOM,,,,,
enter,MOTION,,,PATH,REACH,LITERAL,,
leads,MOTION,,,COMPOUND,REACH,FICTIVE,,
to,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
ferry,O,,,,,,,
landing,PLACE,AREA,NOM,,,,,
",",O,,,,,,,
where,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
“,O,,,,,,,
river,O,,,,,,,
buses,SPATIAL_ENTITY,AREA,NOM,,,,,
”,O,,,,,,,
depart,MOTION,,,PATH,LEAVE,LITERAL,,
for,O,,,,,,,
their,O,,,,,,,
journeys,MOTION,,,PATH,MOVE,LITERAL,,
up,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
Sumida,PATH,AREA,NOM,,,,,
River,PATH,AREA,NOM,,,,,
River,O,,,,,,,
to,MOTION_SIGNAL,,,,,,,PATH
Asakusa,PLACE,AREA,NAM,,,,,
.,O,,,,,,,
23-Aug-2002,O,,,,,,,
--,O,,,,,,,
On,O,,,,,,,
23-August-2002,O,,,,,,,
at,O,,,,,,,
8,O,,,,,,,
am,O,,,,,,,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
left,MOTION,,,PATH,LEAVE,LITERAL,,
Makó,PLACE,AREA,NAM,,,,,
(,O,,,,,,,
Hungary,PLACE,AREA,NAM,,,,,
),O,,,,,,,
.,O,,,,,,,
After,O,,,,,,,
crossing,MOTION,,,PATH,CROSS,LITERAL,,
the,O,,,,,,,
border,PATH,AREA,NOM,,,,,
to,MOTION_SIGNAL,,,,,,,PATH
Romania,PLACE,AREA,NAM,,,,,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
took,MOTION,,,PATH,MOVE,LITERAL,,
the,O,,,,,,,
road,PATH,AREA,NOM,,,,,
to,MOTION_SIGNAL,,,,,,,PATH
Arad,PLACE,AREA,NAM,,,,,
and,O,,,,,,,
reached,MOTION,,,PATH,REACH,LITERAL,,
the,O,,,,,,,
village,PLACE,AREA,NOM,,,,,
Pecica,PLACE,AREA,NAM,,,,,
",",O,,,,,,,
where,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
wanted,O,,,,,,,
to,O,,,,,,,
turn,MOTION,,,PATH,MOVE,LITERAL,,
right,MOTION_SIGNAL,,,,,,,PATH
in,O,,,,,,,
order,O,,,,,,,
to,O,,,,,,,
come,MOTION,,,PATH,REACH,LITERAL,,
to,MOTION_SIGNAL,,,,,,,PATH
Sînpetru,PLACE,AREA,NAM,,,,,
German,PLACE,AREA,NAM,,,,,
German,O,,,,,,,
.,O,,,,,,,
We,SPATIAL_ENTITY,POINT,NOM,,,,,
had,O,,,,,,,
difficulties,O,,,,,,,
to,O,,,,,,,
find,MOTION,,,PATH,REACH,LITERAL,,
the,O,,,,,,,
road,PATH,LINE,NOM,,,,,
",",O,,,,,,,
but,O,,,,,,,
a,O,,,,,,,
friendly,O,,,,,,,
old,O,,,,,,,
women,SPATIAL_ENTITY,VOLUME,NOM,,,,,
went,MOTION,,,PATH,MOVE_EXTERNAL,LITERAL,,
beside,MOTION_SIGNAL,,,,,,,PATH
our,O,,,,,,,
car,SPATIAL_ENTITY,VOLUME,NOM,,,,,
until,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
edge,PATH,AREA,NOM,,,,,
of,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
river,PATH,AREA,NOM,,,,,
Maros,PATH,AREA,NAM,,,,,
",",O,,,,,,,
which,O,,,,,,,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
had,O,,,,,,,
to,O,,,,,,,
cross,MOTION,,,PATH,CROSS,LITERAL,,
.,O,,,,,,,
To,O,,,,,,,
our,O,,,,,,,
surprise,O,,,,,,,
there,O,,,,,,,
was,O,,,,,,,
no,O,,,,,,,
bridge,O,,,,,,,
",",O,,,,,,,
but,O,,,,,,,
an,O,,,,,,,
old,O,,,,,,,
wooden,O,,,,,,,
ferry,O,,,,,,,
(,O,,,,,,,
better,O,,,,,,,
to,O,,,,,,,
say,O,,,,,,,
:,O,,,,,,,
a,O,,,,,,,
float,O,,,,,,,
),O,,,,,,,
.,O,,,,,,,
It,O,,,,,,,
really,O,,,,,,,
was,O,,,,,,,
an,O,,,,,,,
adventure,O,,,,,,,
.,O,,,,,,,
Using,O,,,,,,,
field,O,,,,,,,
tracks,PATH,AREA,NOM,,,,,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
needed,O,,,,,,,
plenty,O,,,,,,,
of,O,,,,,,,
time,O,,,,,,,
to,O,,,,,,,
reach,MOTION,,,PATH,MOVE,LITERAL,,
the,O,,,,,,,
village,PLACE,AREA,NOM,,,,,
of,O,,,,,,,
Sînpetru,PLACE,AREA,NAM,,,,,
German,PLACE,AREA,NAM,,,,,
German,O,,,,,,,
",",O,,,,,,,
where,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
met,NONMOTION_EVENT,,,,,,,
several,O,,,,,,,
very,O,,,,,,,
friendly,O,,,,,,,
women,SPATIAL_ENTITY,AREA,NOM,,,,,
",",O,,,,,,,
who,O,,,,,,,
told,O,,,,,,,
us,O,,,,,,,
some,O,,,,,,,
interesting,O,,,,,,,
historical,O,,,,,,,
facts,O,,,,,,,
of,O,,,,,,,
their,O,,,,,,,
village,O,,,,,,,
.,O,,,,,,,
On,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
way,PATH,AREA,NOM,,,,,
to,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
Gelu,PLACE,VOLUME,NAM,,,,,
",",O,,,,,,,
the,O,,,,,,,
next,O,,,,,,,
village,PLACE,VOLUME,NOM,,,,,
",",O,,,,,,,
we,SPATIAL_ENTITY,VOLUME,NOM,,,,,
had,O,,,,,,,
to,O,,,,,,,
drive,MOTION,,,COMPOUND,CROSS,LITERAL,,
over,MOTION_SIGNAL,,,,,,,PATH
meadows,PLACE,VOLUME,NOM,,,,,
and,O,,,,,,,
fields,PLACE,VOLUME,NOM,,,,,
but,O,,,,,,,
fortunately,O,,,,,,,
there,O,,,,,,,
were,O,,,,,,,
some,O,,,,,,,
farmers,O,,,,,,,
we,O,,,,,,,
could,O,,,,,,,
ask,O,,,,,,,
for,O,,,,,,,
the,O,,,,,,,
right,O,,,,,,,
way,PATH,AREA,NOM,,,,,
",",O,,,,,,,
which,O,,,,,,,
was,O,,,,,,,
even,O,,,,,,,
harder,O,,,,,,,
to,O,,,,,,,
drive,MOTION,,,COMPOUND,FOLLOW,LITERAL,,
than,O,,,,,,,
the,O,,,,,,,
ways,PATH,AREA,NOM,,,,,
before,O,,,,,,,
.,O,,,,,,,
Finally,O,,,,,,,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
reached,MOTION,,,PATH,REACH,LITERAL,,
the,O,,,,,,,
street,PATH,AREA,NOM,,,,,
from,O,,,,,,,
Gelu,PLACE,AREA,NAM,,,,,
to,O,,,,,,,
Sînnicolau,PLACE,AREA,NAM,,,,,
Mare,PLACE,AREA,NAM,,,,,
Mare,O,,,,,,,
.,O,,,,,,,
After,MOTION_SIGNAL,,,,,,,PATH
about,MEASURE,,,,,,,
2,MEASURE,,,,,,,
km,MEASURE,,,,,,,
2,O,,,,,,,
km,O,,,,,,,
we,SPATIAL_ENTITY,VOLUME,NOM,,,,,
turned,MOTION,,,PATH,DEVIATE,LITERAL,,
left,MOTION_SIGNAL,,,,,,,PATH
on,MOTION_SIGNAL,,,,,,,PATH
a,O,,,,,,,
field,O,,,,,,,
track,PATH,VOLUME,NOM,,,,,
along,SPATIAL_SIGNAL,,,,,,DIR_TOP,
a,O,,,,,,,
high,O,,,,,,,
corn,O,,,,,,,
field,PLACE,VOLUME,NOM,,,,,
.,O,,,,,,,
We,SPATIAL_ENTITY,AREA,NOM,,,,,
left,O,,,,,,,
our,O,,,,,,,
car,SPATIAL_ENTITY,AREA,NOM,,,,,
on,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
46,PATH,AREA,NOM,,,,,
N,PATH,AREA,NOM,,,,,
N,O,,,,,,,
",",O,,,,,,,
150,MEASURE,,,,,,,
m,MEASURE,,,,,,,
m,O,,,,,,,
away,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
from,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
from,O,,,,,,,
the,O,,,,,,,
point,PLACE,POINT,NOM,,,,,
.,O,,,,,,,
Carefully,O,,,,,,,
we,SPATIAL_ENTITY,POINT,NOM,,,,,
followed,MOTION,,,PATH,MOVE,LITERAL,,
the,O,,,,,,,
GPS,O,,,,,,,
and,O,,,,,,,
wanted,O,,,,,,,
to,O,,,,,,,
take,O,,,,,,,
the,O,,,,,,,
photos,O,,,,,,,
.,O,,,,,,,
But,O,,,,,,,
the,O,,,,,,,
batteries,O,,,,,,,
of,O,,,,,,,
the,O,,,,,,,
camera,O,,,,,,,
were,O,,,,,,,
to,O,,,,,,,
low,O,,,,,,,
and,O,,,,,,,
we,O,,,,,,,
had,O,,,,,,,
to,O,,,,,,,
change,NONMOTION_EVENT,,,,,,,
it,O,,,,,,,
in,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
field,PLACE,AREA,NOM,,,,,
.,O,,,,,,,
Interrupting,O,,,,,,,
that,O,,,,,,,
action,O,,,,,,,
",",O,,,,,,,
an,O,,,,,,,
unexpected,O,,,,,,,
farmer,O,,,,,,,
called,O,,,,,,,
loudly,O,,,,,,,
in,O,,,,,,,
our,O,,,,,,,
direction,O,,,,,,,
.,O,,,,,,,
We,SPATIAL_ENTITY,POINT,NOM,,,,,
had,O,,,,,,,
to,O,,,,,,,
drive,MOTION,,,COMPOUND,LEAVE,LITERAL,,
away,MOTION_SIGNAL,,,,,,,PATH
our,MOTION_SIGNAL,,,,,,,MANNER
car,MOTION_SIGNAL,,,,,,,MANNER
car,O,,,,,,,
immediately,O,,,,,,,
.,O,,,,,,,
After,O,,,,,,,
his,O,,,,,,,
tractor,SPATIAL_ENTITY,POINT,NOM,,,,,
had,O,,,,,,,
passed,MOTION,,,PATH,MOVE_EXTERNAL,LITERAL,,
",",O,,,,,,,
we,SPATIAL_ENTITY,POINT,NOM,,,,,
wanted,O,,,,,,,
to,O,,,,,,,
return,MOTION,,,PATH,REACH,LITERAL,,
to,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
point,PLACE,POINT,NOM,,,,,
",",O,,,,,,,
but,O,,,,,,,
a,O,,,,,,,
"""",O,,,,,,,
man,O,,,,,,,
with,O,,,,,,,
bike,O,,,,,,,
"""",O,,,,,,,
tried,O,,,,,,,
to,O,,,,,,,
prevent,O,,,,,,,
us,O,,,,,,,
from,O,,,,,,,
doing,O,,,,,,,
so,O,,,,,,,
.,O,,,,,,,
Our,O,,,,,,,
explanations,O,,,,,,,
were,O,,,,,,,
unsuccessful,O,,,,,,,
",",O,,,,,,,
so,O,,,,,,,
we,O,,,,,,,
had,O,,,,,,,
to,O,,,,,,,
wait,O,,,,,,,
a,O,,,,,,,
long,O,,,,,,,
time,O,,,,,,,
",",O,,,,,,,
until,O,,,,,,,
he,O,,,,,,,
was,O,,,,,,,
out,O,,,,,,,
of,O,,,,,,,
sight,O,,,,,,,
.,O,,,,,,,
Now,O,,,,,,,
we,SPATIAL_ENTITY,POINT,NOM,,,,,
returned,MOTION,,,PATH,REACH,LITERAL,,
to,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
point,PLACE,AREA,NOM,,,,,
",",O,,,,,,,
took,NONMOTION_EVENT,,,,,,,
the,O,,,,,,,
photos,O,,,,,,,
and,O,,,,,,,
headed,MOTION,,,PATH,REACH,LITERAL,,
on,MOTION_SIGNAL,,,,,,,PATH
to,MOTION_SIGNAL,,,,,,,PATH
46,PLACE,POINT,NAM,,,,,
N,PLACE,POINT,NAM,,,,,
22,PLACE,POINT,NAM,,,,,
E,PLACE,POINT,NAM,,,,,
N,O,,,,,,,
22,O,,,,,,,
E.,O,,,,,,,
23-Aug-2002,O,,,,,,,
--,O,,,,,,,
Leaving,MOTION,,,PATH,LEAVE,LITERAL,,
46N,PLACE,AREA,NAM,,,,,
21E,PLACE,AREA,NAM,,,,,
21E,O,,,,,,,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
drove,MOTION,,,COMPOUND,REACH,LITERAL,,
via,MOTION_SIGNAL,,,,,,,PATH
Arad,PLACE,AREA,NAM,,,,,
and,O,,,,,,,
Lipova,PLACE,AREA,NAM,,,,,
to,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
village,PLACE,AREA,NOM,,,,,
Zăbalţ,PLACE,AREA,NAM,,,,,
where,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
a,O,,,,,,,
little,O,,,,,,,
pig,SPATIAL_ENTITY,AREA,NOM,,,,,
tried,O,,,,,,,
to,O,,,,,,,
follow,MOTION,,,PATH,MOVE_INTERNAL,LITERAL,,
us,SPATIAL_ENTITY,AREA,NOM,,,,,
.,O,,,,,,,
About,MEASURE,,,,,,,
5,MEASURE,,,,,,,
km,MEASURE,,,,,,,
5,O,,,,,,,
km,O,,,,,,,
behind,SPATIAL_SIGNAL,,,,,,DIR_TOP,
that,O,,,,,,,
village,PLACE,AREA,NOM,,,,,
in,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
the,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
direction,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
to,SPATIAL_SIGNAL,,,,,,DIRECTIONAL,
the,O,,,,,,,
direction,O,,,,,,,
to,O,,,,,,,
Bata,PLACE,AREA,NAM,,,,,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
turned,MOTION,,,PATH,REACH,LITERAL,,
right,MOTION_SIGNAL,,,,,,,PATH
near,MEASURE,,,,,,,
21,PATH,LINE,NAM,,,,,
E,PATH,LINE,NAM,,,,,
E,O,,,,,,,
into,MOTION_SIGNAL,,,,,,,PATH
a,O,,,,,,,
way,PATH,AREA,NOM,,,,,
leading,MOTION,,,PATH,REACH,FICTIVE,,
into,MOTION_SIGNAL,,,,,,,PATH
a,O,,,,,,,
forest,PLACE,AREA,NOM,,,,,
.,O,,,,,,,
But,O,,,,,,,
soon,O,,,,,,,
we,SPATIAL_ENTITY,AREA,NOM,,,,,
were,O,,,,,,,
stopped,MOTION,,,PATH,REACH,LITERAL,,
by,O,,,,,,,
a,O,,,,,,,
bar,SPATIAL_ENTITY,AREA,NOM,,,,,
.,O,,,,,,,
So,O,,,,,,,
we,SPATIAL_ENTITY,POINT,NOM,,,,,
had,O,,,,,,,
to,O,,,,,,,
walk,MOTION,,,COMPOUND,FOLLOW,LITERAL,,
the,O,,,,,,,
rest,PATH,LINE,NOM,,,,,
of,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
way,PATH,LINE,NOM,,,,,
",",O,,,,,,,
accompanied,O,,,,,,,
by,O,,,,,,,
thousands,O,,,,,,,
of,O,,,,,,,
mosquitoes,SPATIAL_ENTITY,POINT,NOM,,,,,
.,O,,,,,,,
1.3,MEASURE,,,,,,,
km,MEASURE,,,,,,,
km,O,,,,,,,
far,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
from,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
from,O,,,,,,,
the,O,,,,,,,
confluence,PLACE,POINT,NOM,,,,,
we,SPATIAL_ENTITY,POINT,NOM,,,,,
must,O,,,,,,,
leave,MOTION,,,PATH,DEVIATE,LITERAL,,
the,O,,,,,,,
way,PATH,LINE,NOM,,,,,
turning,MOTION_SIGNAL,,,,,,,PATH
left,MOTION_SIGNAL,,,,,,,PATH
left,O,,,,,,,
",",O,,,,,,,
because,O,,,,,,,
it,O,,,,,,,
was,O,,,,,,,
the,O,,,,,,,
wrong,O,,,,,,,
direction,O,,,,,,,
.,O,,,,,,,
The,O,,,,,,,
walk,MOTION,,,COMPOUND,MOVE_INTERNAL,LITERAL,,
through,MOTION_SIGNAL,,,,,,,PATH
thicket,SPATIAL_ENTITY,AREA,NOM,,,,,
",",O,,,,,,,
wood,SPATIAL_ENTITY,AREA,NOM,,,,,
and,O,,,,,,,
stinging,O,,,,,,,
nettles,SPATIAL_ENTITY,AREA,NOM,,,,,
",",O,,,,,,,
sometimes,O,,,,,,,
interrupted,O,,,,,,,
by,O,,,,,,,
small,O,,,,,,,
clearings,PLACE,AREA,NOM,,,,,
was,O,,,,,,,
an,O,,,,,,,
hard,O,,,,,,,
effort,O,,,,,,,
",",O,,,,,,,
but,O,,,,,,,
the,O,,,,,,,
mosquitoes,O,,,,,,,
did,O,,,,,,,
n't,O,,,,,,,
allow,O,,,,,,,
us,SPATIAL_ENTITY,AREA,NOM,,,,,
to,O,,,,,,,
stop,MOTION,,,PATH,REACH,LITERAL,,
for,O,,,,,,,
a,O,,,,,,,
moment,O,,,,,,,
.,O,,,,,,,
We,SPATIAL_ENTITY,POINT,NOM,,,,,
reached,MOTION,,,PATH,REACH,LITERAL,,
the,O,,,,,,,
point,PLACE,POINT,NOM,,,,,
after,O,,,,,,,
about,O,,,,,,,
half,O,,,,,,,
an,O,,,,,,,
hour,O,,,,,,,
.,O,,,,,,,
When,O,,,,,,,
we,O,,,,,,,
tried,O,,,,,,,
to,O,,,,,,,
take,O,,,,,,,
the,O,,,,,,,
photos,O,,,,,,,
a,O,,,,,,,
big,O,,,,,,,
hornet,SPATIAL_ENTITY,AREA,NOM,,,,,
joined,MOTION,,,PATH,REACH,LITERAL,,
to,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
mosquitoes,SPATIAL_ENTITY,AREA,NOM,,,,,
.,O,,,,,,,
So,O,,,,,,,
we,SPATIAL_ENTITY,POINT,NOM,,,,,
did,O,,,,,,,
n't,O,,,,,,,
want,O,,,,,,,
to,O,,,,,,,
spend,NONMOTION_EVENT,,,,,,,
some,O,,,,,,,
more,O,,,,,,,
time,O,,,,,,,
there,PLACE,POINT,NOM,,,,,
.,O,,,,,,,
The,O,,,,,,,
GPS,SPATIAL_ENTITY,POINT,NAM,,,,,
led,MOTION,,,PATH,REACH,FICTIVE,,
us,SPATIAL_ENTITY,POINT,NOM,,,,,
back,MOTION_SIGNAL,,,,,,,PATH
to,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
way,PATH,AREA,NOM,,,,,
",",O,,,,,,,
where,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
our,O,,,,,,,
car,SPATIAL_ENTITY,POINT,NOM,,,,,
was,O,,,,,,,
standing,NONMOTION_EVENT,,,,,,,
and,O,,,,,,,
we,SPATIAL_ENTITY,POINT,NOM,,,,,
were,O,,,,,,,
happy,O,,,,,,,
",",O,,,,,,,
having,O,,,,,,,
been,O,,,,,,,
the,O,,,,,,,
first,O,,,,,,,
visitors,SPATIAL_ENTITY,POINT,NOM,,,,,
of,O,,,,,,,
two,O,,,,,,,
confluences,PLACE,POINT,NOM,,,,,
at,O,,,,,,,
one,O,,,,,,,
day,O,,,,,,,
.,O,,,,,,,
But,O,,,,,,,
a,O,,,,,,,
"3,5",O,,,,,,,
hour,O,,,,,,,
wait,NONMOTION_EVENT,,,,,,,
at,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
the,O,,,,,,,
Romanian,O,,,,,,,
/,O,,,,,,,
Hungarian,O,,,,,,,
border,PATH,AREA,NOM,,,,,
prohibited,O,,,,,,,
having,O,,,,,,,
a,O,,,,,,,
shower,O,,,,,,,
before,O,,,,,,,
1:30,O,,,,,,,
am,O,,,,,,,
.,O,,,,,,,
19-Apr-2012,O,,,,,,,
--,O,,,,,,,
The,O,,,,,,,
conditions,O,,,,,,,
of,O,,,,,,,
our,O,,,,,,,
further,O,,,,,,,
trip,O,,,,,,,
allowed,O,,,,,,,
it,O,,,,,,,
to,O,,,,,,,
make,O,,,,,,,
an,O,,,,,,,
excursion,MOTION,,,PATH,REACH,LITERAL,,
into,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
upstate,PLACE,AREA,NOM,,,,,
of,O,,,,,,,
Romania,PLACE,AREA,NAM,,,,,
and,O,,,,,,,
to,O,,,,,,,
visit,MOTION,,,PATH,REACH,LITERAL,,
this,O,,,,,,,
confluence,O,,,,,,,
point,PLACE,POINT,NOM,,,,,
at,O,,,,,,,
this,O,,,,,,,
opportunity,O,,,,,,,
.,O,,,,,,,
Partially,O,,,,,,,
",",O,,,,,,,
the,O,,,,,,,
roads,O,,,,,,,
were,O,,,,,,,
very,O,,,,,,,
shabby,O,,,,,,,
and,O,,,,,,,
it,O,,,,,,,
seemed,O,,,,,,,
not,O,,,,,,,
only,O,,,,,,,
because,O,,,,,,,
of,O,,,,,,,
the,O,,,,,,,
last,O,,,,,,,
winter,O,,,,,,,
.,O,,,,,,,
We,SPATIAL_ENTITY,AREA,NOM,,,,,
could,O,,,,,,,
park,NONMOTION_EVENT,,,,,,,
our,O,,,,,,,
car,SPATIAL_ENTITY,AREA,NOM,,,,,
appr.,MEASURE,,,,,,,
950,MEASURE,,,,,,,
m,MEASURE,,,,,,,
.,O,,,,,,,
950,O,,,,,,,
m,O,,,,,,,
away,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
from,SPATIAL_SIGNAL,,,,,,TOPOLOGICAL,
from,O,,,,,,,
the,O,,,,,,,
point,PLACE,POINT,NOM,,,,,
and,O,,,,,,,
could,O,,,,,,,
make,O,,,,,,,
a,O,,,,,,,
comfortable,O,,,,,,,
walk,MOTION,,,COMPOUND,REACH,LITERAL,,
to,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
mountain,O,,,,,,,
ridge,PATH,LINE,NOM,,,,,
.,O,,,,,,,
There,O,,,,,,,
is,O,,,,,,,
a,O,,,,,,,
herdsmen,O,,,,,,,
station,PLACE,AREA,NOM,,,,,
not,MEASURE,,,,,,,
far,MEASURE,,,,,,,
far,O,,,,,,,
from,O,,,,,,,
the,O,,,,,,,
point,PLACE,POINT,NOM,,,,,
",",O,,,,,,,
but,O,,,,,,,
only,O,,,,,,,
the,O,,,,,,,
dogs,SPATIAL_ENTITY,AREA,NOM,,,,,
came,MOTION,,,PATH,REACH,LITERAL,,
to,O,,,,,,,
visit,O,,,,,,,
us,SPATIAL_ENTITY,AREA,NOM,,,,,
.,O,,,,,,,
Because,O,,,,,,,
we,O,,,,,,,
had,O,,,,,,,
good,O,,,,,,,
weather,O,,,,,,,
and,O,,,,,,,
still,O,,,,,,,
a,O,,,,,,,
bit,O,,,,,,,
time,O,,,,,,,
we,SPATIAL_ENTITY,VOLUME,NOM,,,,,
decided,O,,,,,,,
to,O,,,,,,,
drive,MOTION,,,COMPOUND,MOVE,LITERAL,,
on,MOTION_SIGNAL,,,,,,,PATH
small,O,,,,,,,
roads,PATH,VOLUME,NOM,,,,,
to,MOTION_SIGNAL,,,,,,,PATH
the,MOTION_SIGNAL,,,,,,,PATH
west,MOTION_SIGNAL,,,,,,,PATH
the,O,,,,,,,
west,O,,,,,,,
to,MOTION_SIGNAL,,,,,,,PATH
point,PLACE,AREA,NOM,,,,,
46N,PLACE,AREA,NAM,,,,,
24E,PLACE,AREA,NAM,,,,,
