id,text,iso,link,role
pl26,branches,PLACE,['QSLINK'],['trajector']
no_id,of,O,,
no_id,more,O,,
no_id,than,O,,
no_id,100,O,,
no_id,banks,O,,
no_id,",",O,,
no_id,plus,O,,
no_id,insurance,O,,
pl34,companies,PLACE,['QSLINK'],['trajector']
no_id,",",O,,
no_id,the,O,,
no_id,finance,O,,
pl33,ministry,PLACE,['QSLINK'],['trajector']
no_id,",",O,,
no_id,and,O,,
s9,on,SPATIAL_SIGNAL,['QSLINK'],['trigger']
me0,nearby,MEASURE,,
pl27,Plaza,PLACE,"['QSLINK', 'MEASURELINK']","['landmark', 'trajector']"
pl27,de,PLACE,"['QSLINK', 'MEASURELINK']","['landmark', 'trajector']"
pl27,la,PLACE,"['QSLINK', 'MEASURELINK']","['landmark', 'trajector']"
pl27,Lealtad,PLACE,"['QSLINK', 'MEASURELINK']","['landmark', 'trajector']"
no_id,",",O,,
no_id,the,O,,
pl28,Bolsa,PLACE,['QSLINK'],['trajector']
pl28,de,PLACE,['QSLINK'],['trajector']
pl28,Comercio,PLACE,['QSLINK'],['trajector']
no_id,(,O,,
pl29,Stock,PLACE,,
pl29,E,PLACE,,
pl29,xchange,PLACE,,
no_id,),O,,
no_id,.,O,,

m5,Heading,MOTION,['MOVELINK'],['trigger']
ms4,down,MOTION_SIGNAL,,
no_id,leafy,O,,
p8,Paseo,PATH,,
p8,del,PATH,,
p8,Prado,PATH,,
se6,you,SPATIAL_ENTITY,['MOVELINK'],['mover']
no_id,’ll,O,,
no_id,find,O,,
no_id,the,O,,
pl31,first,PLACE,,
no_id,",",O,,
no_id,and,O,,
no_id,greatest,O,,
no_id,",",O,,
no_id,of,O,,
no_id,the,O,,
no_id,art,O,,
pl32,museums,PLACE,['QSLINK'],['trajector']
pl30,here,PLACE,['QSLINK'],['landmark']
no_id,.,O,,

no_id,Near,O,,
no_id,the,O,,
no_id,Puerta,O,,
no_id,del,O,,
no_id,Sol,O,,
pl1,Puerta,PLACE,['QSLINK'],['landmark']
pl1,del,PLACE,['QSLINK'],['landmark']
pl1,Sol,PLACE,['QSLINK'],['landmark']
no_id,(,O,,
pl2,Gateway,PLACE,,
pl2,to,PLACE,,
pl2,the,PLACE,,
pl2,Sun,PLACE,,
no_id,),O,,
no_id,is,O,,
pl3,Madrid,PLACE,['QSLINK'],['landmark']
no_id,’s,O,,
no_id,busiest,O,,
pl4,plaza,PLACE,['QSLINK'],['trajector']
no_id,and,O,,
no_id,for,O,,
no_id,centuries,O,,
no_id,has,O,,
no_id,been,O,,
no_id,the,O,,
no_id,commercial,O,,
pl5,hub,PLACE,['QSLINK'],['trajector']
no_id,of,O,,
no_id,the,O,,
pl6,city,PLACE,['QSLINK'],['landmark']
no_id,.,O,,

no_id,Today,O,,
pl7,it,PLACE,,
no_id,marks,O,,
no_id,the,O,,
no_id,transition,O,,
no_id,between,O,,
pl8,Hapsburg,PLACE,,
pl8,Madrid,PLACE,,
no_id,and,O,,
no_id,the,O,,
no_id,city,O,,
pl9,expansion,PLACE,,
no_id,of,O,,
no_id,the,O,,
no_id,Bourbon,O,,
no_id,kings,O,,
no_id,.,O,,

no_id,The,O,,
no_id,original,O,,
se0,gate,SPATIAL_ENTITY,"['QSLINK', 'QSLINK']","['trajector', 'trajector']"
no_id,that,O,,
no_id,once,O,,
no_id,existed,O,,
pl10,here,PLACE,,
no_id, ,O,,
no_id,—,O,,
no_id, ,O,,
s2,part,SPATIAL_SIGNAL,['QSLINK'],['trigger']
s2,,SPATIAL_SIGNAL,['QSLINK'],['trigger']
s2,,SPATIAL_SIGNAL,['QSLINK'],['trigger']
s2,,SPATIAL_SIGNAL,['QSLINK'],['trigger']
s2,,SPATIAL_SIGNAL,['QSLINK'],['trigger']
s2,,SPATIAL_SIGNAL,['QSLINK'],['trigger']
s2,,SPATIAL_SIGNAL,['QSLINK'],['trigger']
s2,,SPATIAL_SIGNAL,['QSLINK'],['trigger']
s2,,SPATIAL_SIGNAL,['QSLINK'],['trigger']
s2,of,SPATIAL_SIGNAL,['QSLINK'],['trigger']
p0,wall,PATH,['QSLINK'],['landmark']
no_id, ,O,,
no_id,—,O,,
no_id, ,O,,
no_id,was,O,,
no_id,torn,O,,
no_id,down,O,,
no_id,in,O,,
no_id,1570,O,,
no_id,.,O,,

no_id,Ten,O,,
p1,streets,PATH,"['MOVELINK', 'MOVELINK']","['goal', 'mover']"
m1,converge,MOTION,"['QSLINK', 'MOVELINK']","['trajector', 'trigger']"
s1,on,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
pl11,plaza,PLACE,['QSLINK'],['landmark']
no_id,",",O,,
no_id,and,O,,
no_id,all,O,,
no_id,the,O,,
no_id,radial,O,,
p2,highways,PATH,['QSLINK'],['trajector']
no_id,of,O,,
pl12,Spain,PLACE,['QSLINK'],['landmark']
no_id,are,O,,
no_id,measured,O,,
no_id,from,O,,
pl13,Puerta,PLACE,['QSLINK'],['landmark']
pl13,del,PLACE,['QSLINK'],['landmark']
pl13,Sol,PLACE,['QSLINK'],['landmark']
no_id,",",O,,
no_id,designated,O,,
no_id,“,O,,
pl14,Kilometer,PLACE,['QSLINK'],['trajector']
pl14,Zero,PLACE,['QSLINK'],['trajector']
no_id,”,O,,
no_id,(,O,,
s3,on,SPATIAL_SIGNAL,"['QSLINK', 'OLINK']","['trigger', 'trigger']"
no_id,the,O,,
p3,sidewalk,PATH,"['QSLINK', 'QSLINK', 'OLINK']","['landmark', 'trajector', 'landmark']"
s4,on,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
no_id,south,O,,
pl15,side,PLACE,"['QSLINK', 'QSLINK']","['landmark', 'trajector']"
no_id,of,O,,
no_id,the,O,,
pl16,square,PLACE,['QSLINK'],['landmark']
no_id,is,O,,
no_id,a,O,,
se1,symbol,SPATIAL_ENTITY,"['QSLINK', 'OLINK']","['trajector', 'trajector']"
no_id,of,O,,
no_id,this,O,,
no_id,distinction,O,,
no_id,),O,,
no_id,.,O,,

no_id,The,O,,
no_id,no,O,,
no_id,-,O,,
no_id,nonsense,O,,
no_id,",",O,,
no_id,Neo,O,,
no_id,-,O,,
no_id,classical,O,,
se6,building,SPATIAL_ENTITY,"['QSLINK', 'QSLINK']","['trajector', 'landmark']"
s5,on,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
no_id,south,O,,
pl19,side,PLACE,"['QSLINK', 'QSLINK']","['landmark', 'trajector']"
no_id,of,O,,
no_id,the,O,,
pl20,square,PLACE,['QSLINK'],['landmark']
no_id,(,O,,
se7,Casa,SPATIAL_ENTITY,,
se7,de,SPATIAL_ENTITY,,
se7,Correos,SPATIAL_ENTITY,,
no_id,),O,,
s0,houses,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
no_id,main,O,,
pl21,offices,PLACE,['QSLINK'],['trajector']
no_id,of,O,,
no_id,the,O,,
no_id,regional,O,,
no_id,government,O,,
no_id,.,O,,

no_id,Thousands,O,,
no_id,of,O,,
se3,Madrileños,SPATIAL_ENTITY,['MOVELINK'],['mover']
m2,gather,MOTION,['MOVELINK'],['trigger']
pl22,here,PLACE,['MOVELINK'],['goal']
no_id,for,O,,
no_id,a,O,,
no_id,ritual,O,,
no_id,every,O,,
no_id,New,O,,
no_id,Year,O,,
no_id,’s,O,,
no_id,Eve,O,,
no_id,.,O,,

se4,They,SPATIAL_ENTITY,,
no_id,try,O,,
no_id,to,O,,
no_id,swallow,O,,
no_id,a,O,,
no_id,dozen,O,,
no_id,grapes,O,,
no_id,while,O,,
no_id,the,O,,
se5,clock,SPATIAL_ENTITY,"['QSLINK', 'OLINK']","['trajector', 'trajector']"
s6,atop,SPATIAL_SIGNAL,"['QSLINK', 'OLINK']","['trigger', 'trigger']"
no_id,the,O,,
se8,building,SPATIAL_ENTITY,"['QSLINK', 'OLINK']","['landmark', 'landmark']"
no_id,strikes,O,,
no_id,12,O,,
no_id,",",O,,
no_id,after,O,,
no_id,which,O,,
no_id,pandemonium,O,,
no_id,breaks,O,,
no_id,out,O,,
no_id,.,O,,

s7,Facing,SPATIAL_SIGNAL,['OLINK'],['trigger']
no_id,all,O,,
no_id,the,O,,
e1,bustle,NONMOTION_EVENT,,
no_id,of,O,,
no_id,a,O,,
no_id,remodeled,O,,
pl23,Puerta,PLACE,['OLINK'],['trajector']
pl23,del,PLACE,['OLINK'],['trajector']
pl23,Sol,PLACE,['OLINK'],['trajector']
no_id,is,O,,
no_id,a,O,,
se9,statue,SPATIAL_ENTITY,['OLINK'],['landmark']
no_id,based,O,,
no_id,on,O,,
pl24,Madrid,PLACE,,
no_id,’s,O,,
no_id,coat,O,,
no_id,of,O,,
no_id,arms,O,,
no_id,",",O,,
no_id,which,O,,
no_id,depicts,O,,
no_id,a,O,,
no_id,bear,O,,
e0,leaning,NONMOTION_EVENT,['QSLINK'],['trajector']
s8,against,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,a,O,,
no_id,madroño,O,,
se10,tree,SPATIAL_ENTITY,['QSLINK'],['landmark']
no_id,(,O,,
no_id,an,O,,
no_id,arbutus,O,,
no_id,",",O,,
no_id,or,O,,
no_id,strawberry,O,,
no_id,tree,O,,
no_id,),O,,
no_id,.,O,,

no_id,The,O,,
no_id,bear,O,,
no_id,is,O,,
no_id,a,O,,
no_id,symbol,O,,
no_id,of,O,,
pl25,Madrid,PLACE,,
no_id,",",O,,
no_id,while,O,,
no_id,the,O,,
no_id,Tío,O,,
no_id,Pepe,O,,
no_id,sign,O,,
no_id,",",O,,
no_id,an,O,,
no_id,advertisement,O,,
no_id,for,O,,
no_id,one,O,,
no_id,of,O,,
pl26,Spain,PLACE,,
no_id,’s,O,,
no_id,most,O,,
no_id,famous,O,,
no_id,brands,O,,
no_id,of,O,,
no_id,sherry,O,,
no_id,",",O,,
no_id,has,O,,
no_id,become,O,,
no_id,the,O,,
no_id,unofficial,O,,
no_id,symbol,O,,
no_id,of,O,,
no_id,the,O,,
pl27,Puerta,PLACE,,
pl27,del,PLACE,,
pl27,Sol,PLACE,,
no_id,.,O,,

me0,Just,MEASURE,,
s9,north,SPATIAL_SIGNAL,['OLINK'],['trigger']
s9,of,SPATIAL_SIGNAL,['OLINK'],['trigger']
no_id,the,O,,
pl28,Puerta,PLACE,"['OLINK', 'MEASURELINK']","['landmark', 'landmark']"
pl28,del,PLACE,"['OLINK', 'MEASURELINK']","['landmark', 'landmark']"
pl28,Sol,PLACE,"['OLINK', 'MEASURELINK']","['landmark', 'landmark']"
no_id,and,O,,
s10,next,SPATIAL_SIGNAL,['OLINK'],['trigger']
s10,door,SPATIAL_SIGNAL,['OLINK'],['trigger']
s10,to,SPATIAL_SIGNAL,['OLINK'],['trigger']
no_id,the,O,,
pl29,Ministry,PLACE,['OLINK'],['landmark']
pl29,of,PLACE,['OLINK'],['landmark']
pl29,Finance,PLACE,['OLINK'],['landmark']
no_id,",",O,,
no_id,is,O,,
no_id,the,O,,
pl30,Real,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,Academia,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,de,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,Bellas,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,Artes,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,de,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,San,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl30,Fernando,PLACE,"['OLINK', 'OLINK', 'MEASURELINK']","['trajector', 'trajector', 'trajector']"
pl32,it,PLACE,,
no_id,the,O,,
pl31,Museum,PLACE,,
pl31,of,PLACE,,
pl31,the,PLACE,,
pl31,Royal,PLACE,,
pl31,Academy,PLACE,,
no_id,.,O,,

pl33,It,PLACE,,
no_id,possesses,O,,
no_id,a,O,,
no_id,celebrated,O,,
no_id,collection,O,,
no_id,of,O,,
no_id,Goya,O,,
no_id,’s,O,,
no_id,paintings,O,,
no_id,",",O,,
no_id,including,O,,
no_id,Burial,O,,
no_id,of,O,,
no_id,the,O,,
no_id,Sardine,O,,
no_id,",",O,,
no_id,and,O,,
no_id,a,O,,
no_id,superb,O,,
no_id,self,O,,
no_id,-,O,,
no_id,portrait,O,,
no_id,of,O,,
no_id,the,O,,
no_id,artist,O,,
no_id,in,O,,
no_id,his,O,,
no_id,old,O,,
no_id,age,O,,
no_id,.,O,,

no_id,Velázquez,O,,
no_id,",",O,,
no_id,Murillo,O,,
no_id,",",O,,
no_id,and,O,,
no_id,Rubens,O,,
no_id,are,O,,
no_id,also,O,,
no_id,represented,O,,
no_id,among,O,,
no_id,the,O,,
no_id,hundreds,O,,
no_id,of,O,,
no_id,works,O,,
no_id,on,O,,
no_id,display,O,,
no_id,.,O,,

no_id,The,O,,
pl34,Royal,PLACE,,
pl34,Academy,PLACE,,
no_id,also,O,,
no_id,has,O,,
no_id,a,O,,
no_id,magnificent,O,,
no_id,collection,O,,
no_id,of,O,,
no_id,paintings,O,,
no_id,by,O,,
no_id,Zurbarán,O,,
no_id,",",O,,
no_id,rivaling,O,,
no_id,that,O,,
no_id,of,O,,
no_id,the,O,,
pl35,Prado,PLACE,,
pl35,Museum,PLACE,,
no_id,.,O,,

no_id,Representative,O,,
no_id,of,O,,
no_id,the,O,,
no_id,artist,O,,
no_id,’s,O,,
no_id,austere,O,,
no_id,",",O,,
no_id,devotional,O,,
no_id,style,O,,
no_id,is,O,,
no_id,Vision,O,,
no_id,of,O,,
no_id,the,O,,
no_id,Blessed,O,,
no_id,Alonso,O,,
no_id,Rodríguez,O,,
no_id,.,O,,

s11,Southeast,SPATIAL_SIGNAL,"['OLINK', 'OLINK']","['trigger', 'trigger']"
s11,of,SPATIAL_SIGNAL,"['OLINK', 'OLINK']","['trigger', 'trigger']"
pl36,Puerta,PLACE,"['OLINK', 'OLINK']","['landmark', 'landmark']"
pl36,del,PLACE,"['OLINK', 'OLINK']","['landmark', 'landmark']"
pl36,Sol,PLACE,"['OLINK', 'OLINK']","['landmark', 'landmark']"
no_id,is,O,,
pl37,Plaza,PLACE,['OLINK'],['trajector']
pl37,Santa,PLACE,['OLINK'],['trajector']
pl37,Ana,PLACE,['OLINK'],['trajector']
no_id,and,O,,
no_id,the,O,,
pl38,Huertas,PLACE,['OLINK'],['trajector']
pl38,district,PLACE,['OLINK'],['trajector']
no_id,",",O,,
pl39,both,PLACE,"['QSLINK', 'QSLINK', 'QSLINK', 'QSLINK', 'QSLINK', 'QSLINK']","['landmark', 'landmark', 'landmark', 'landmark', 'landmark', 'landmark']"
no_id,of,O,,
no_id,which,O,,
no_id,are,O,,
no_id,chock,O,,
s12,full,SPATIAL_SIGNAL,"['QSLINK', 'QSLINK', 'QSLINK', 'QSLINK', 'QSLINK', 'QSLINK']","['trigger', 'trigger', 'trigger', 'trigger', 'trigger', 'trigger']"
s12,of,SPATIAL_SIGNAL,"['QSLINK', 'QSLINK', 'QSLINK', 'QSLINK', 'QSLINK', 'QSLINK']","['trigger', 'trigger', 'trigger', 'trigger', 'trigger', 'trigger']"
pl40,restaurants,PLACE,['QSLINK'],['trajector']
no_id,",",O,,
pl41,tascas,PLACE,['QSLINK'],['trajector']
no_id,and,O,,
no_id,tapas,O,,
pl42,bars,PLACE,['QSLINK'],['trajector']
no_id,",",O,,
pl43,theaters,PLACE,['QSLINK'],['trajector']
no_id,",",O,,
no_id,and,O,,
no_id,live,O,,
e2,music,NONMOTION_EVENT,['QSLINK'],['trajector']
no_id,and,O,,
no_id,flamenco,O,,
pl44,clubs,PLACE,['QSLINK'],['trajector']
no_id,.,O,,

no_id,The,O,,
pl45,area,PLACE,,
no_id,really,O,,
no_id,springs,O,,
no_id,to,O,,
no_id,life,O,,
no_id,at,O,,
no_id,night,O,,
no_id,.,O,,

no_id,Museo,O,,
no_id,del,O,,
no_id,Prado,O,,
pl0,Madrid,PLACE,,
no_id,’s,O,,
no_id,pride,O,,
no_id,",",O,,
no_id,the,O,,
pl1,Prado,PLACE,,
pl1,museum,PLACE,,
no_id,",",O,,
no_id,is,O,,
no_id,indisputably,O,,
no_id,the,O,,
no_id,world,O,,
no_id,’s,O,,
no_id,greatest,O,,
no_id,collection,O,,
no_id,of,O,,
no_id,Spanish,O,,
no_id,paintings,O,,
no_id,and,O,,
no_id,one,O,,
no_id,of,O,,
no_id,the,O,,
no_id,world,O,,
no_id,’s,O,,
no_id,most,O,,
no_id,prestigious,O,,
pl2,museums,PLACE,,
no_id,.,O,,

no_id,Even,O,,
no_id,apart,O,,
no_id,from,O,,
pl3,it,PLACE,,
no_id,Spanish,O,,
no_id,treasures,O,,
no_id,",",O,,
pl4,it,PLACE,,
no_id,deserves,O,,
no_id,high,O,,
no_id,priority,O,,
no_id,on,O,,
no_id,any,O,,
no_id,visitor,O,,
no_id,’s,O,,
no_id,agenda,O,,
no_id,for,O,,
pl5,it,PLACE,,
no_id,hundreds,O,,
no_id,of,O,,
no_id,famous,O,,
no_id,foreign,O,,
no_id,works,O,,
no_id,",",O,,
no_id,especially,O,,
no_id,of,O,,
no_id,the,O,,
no_id,Italian,O,,
no_id,and,O,,
no_id,Flemish,O,,
no_id,schools,O,,
no_id,.,O,,

no_id,This,O,,
no_id,immense,O,,
no_id,hoard,O,,
no_id,of,O,,
no_id,art,O,,
no_id,works,O,,
no_id,",",O,,
no_id,ranging,O,,
no_id,from,O,,
no_id,the,O,,
no_id,12th,O,,
no_id,to,O,,
no_id,the,O,,
no_id,19th,O,,
no_id,century,O,,
no_id,",",O,,
no_id,was,O,,
no_id,collected,O,,
no_id,and,O,,
no_id,donated,O,,
no_id,by,O,,
pl7,Spain,PLACE,,
no_id,’s,O,,
no_id,Hapsburg,O,,
no_id,and,O,,
no_id,Bourbon,O,,
no_id,kings,O,,
no_id,",",O,,
no_id,private,O,,
no_id,patrons,O,,
no_id,of,O,,
no_id,the,O,,
no_id,arts,O,,
no_id,",",O,,
no_id,and,O,,
pl6,convents,PLACE,['QSLINK'],['trajector']
no_id,and,O,,
pl8,monasteries,PLACE,['QSLINK'],['trajector']
s0,around,SPATIAL_SIGNAL,"['QSLINK', 'QSLINK']","['trigger', 'trigger']"
no_id,the,O,,
pl9,country,PLACE,"['QSLINK', 'QSLINK']","['landmark', 'landmark']"
no_id,.,O,,

no_id,Despite,O,,
pl10,it,PLACE,,
no_id,greatness,O,,
no_id,",",O,,
no_id,the,O,,
pl11,museum,PLACE,,
no_id,came,O,,
no_id,about,O,,
no_id,somewhat,O,,
no_id,by,O,,
no_id,chance,O,,
no_id,.,O,,

no_id,More,O,,
no_id,than,O,,
no_id,two,O,,
no_id,centuries,O,,
no_id,ago,O,,
no_id,",",O,,
no_id,Carlos,O,,
no_id,III,O,,
no_id,commissioned,O,,
no_id,the,O,,
no_id,architect,O,,
no_id,Juan,O,,
no_id,de,O,,
no_id,Villanueva,O,,
no_id,",",O,,
no_id,draftsman,O,,
no_id,of,O,,
no_id,the,O,,
pl12,royal,PLACE,,
pl12,palace,PLACE,,
no_id,",",O,,
no_id,to,O,,
no_id,design,O,,
no_id,this,O,,
no_id,Neo,O,,
no_id,-,O,,
no_id,classical,O,,
pl15,building,PLACE,,
no_id,.,O,,

pl13,It,PLACE,,
no_id,was,O,,
no_id,to,O,,
no_id,have,O,,
no_id,serv­ed,O,,
no_id,as,O,,
no_id,a,O,,
pl14,museum,PLACE,,
no_id,of,O,,
no_id,natural,O,,
no_id,history,O,,
no_id,",",O,,
no_id,but,O,,
no_id,after,O,,
no_id,some,O,,
no_id,eventful,O,,
no_id,delays,O,,
no_id,(,O,,
no_id,Napoleon,O,,
no_id,’s,O,,
no_id,invasion,O,,
no_id,badly,O,,
no_id,damaged,O,,
no_id,the,O,,
se1,building,SPATIAL_ENTITY,,
no_id,),O,,
no_id,",",O,,
pl16,it,PLACE,,
no_id,mission,O,,
no_id,was,O,,
no_id,diverted,O,,
no_id,to,O,,
no_id,art,O,,
no_id,",",O,,
no_id,and,O,,
no_id,the,O,,
pl17,royal,PLACE,,
pl17,museum,PLACE,,
pl17,of,PLACE,,
pl17,painting,PLACE,,
no_id,was,O,,
no_id,inaugurated,O,,
no_id,in,O,,
no_id,1819,O,,
no_id,.,O,,

no_id,In,O,,
no_id,1868,O,,
pl18,it,PLACE,,
no_id,became,O,,
pl19,El,PLACE,,
pl19,,PLACE,,
pl19,,PLACE,,
pl19,,PLACE,,
pl19,,PLACE,,
pl19,,PLACE,,
pl19,,PLACE,,
pl19,,PLACE,,
pl19,,PLACE,,
pl19,Mu­seo,PLACE,,
pl19,del,PLACE,,
pl19,Prado,PLACE,,
no_id,modernization,O,,
no_id,projects,O,,
no_id,",",O,,
no_id,such,O,,
no_id,as,O,,
no_id,desperately,O,,
no_id,needed,O,,
no_id,air,O,,
no_id,conditioning,O,,
no_id,and,O,,
no_id,humidity,O,,
no_id,control,O,,
no_id,",",O,,
no_id,caused,O,,
e0,upheaval,NONMOTION_EVENT,['QSLINK'],['trajector']
s1,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
pl20,museum,PLACE,['QSLINK'],['landmark']
no_id,.,O,,

no_id,Although,O,,
no_id,these,O,,
no_id,are,O,,
no_id,now,O,,
no_id,completed,O,,
no_id,",",O,,
no_id,further,O,,
no_id,renovation,O,,
no_id,and,O,,
no_id,work,O,,
no_id,on,O,,
no_id,an,O,,
no_id,extension,O,,
no_id,are,O,,
no_id,underway,O,,
no_id,.,O,,

no_id,The,O,,
no_id,famed,O,,
no_id,Spanish,O,,
no_id,architect,O,,
no_id,Rafael,O,,
no_id,Moneo,O,,
no_id,",",O,,
no_id,a,O,,
no_id,Pritzker,O,,
no_id,prize,O,,
no_id,winner,O,,
no_id,",",O,,
no_id,is,O,,
no_id,set,O,,
no_id,to,O,,
no_id,begin,O,,
no_id,the,O,,
pl21,Prado,PLACE,['MOVELINK'],['mover']
no_id,’s,O,,
no_id,long,O,,
no_id,-,O,,
no_id,awaited,O,,
m0,expansion,MOTION,['MOVELINK'],['trigger']
no_id,so,O,,
no_id,that,O,,
no_id,more,O,,
no_id,of,O,,
pl22,it,PLACE,,
no_id,vast,O,,
no_id,collection,O,,
no_id,can,O,,
no_id,be,O,,
no_id,exhibited,O,,
no_id,.,O,,

no_id,The,O,,
pl23,Prado,PLACE,,
no_id,owns,O,,
no_id,perhaps,O,,
no_id,"10,000",O,,
no_id,paintings,O,,
no_id,",",O,,
no_id,but,O,,
no_id,at,O,,
no_id,present,O,,
no_id,can,O,,
no_id,only,O,,
no_id,display,O,,
no_id,about,O,,
no_id,10,O,,
no_id,percent,O,,
no_id,of,O,,
no_id,them,O,,
no_id,(,O,,
no_id,the,O,,
se8,overflow,SPATIAL_ENTITY,['QSLINK'],['trajector']
no_id,is,O,,
no_id,either,O,,
s2,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
pl24,storage,PLACE,['QSLINK'],['landmark']
no_id,or,O,,
no_id,on,O,,
no_id,loan,O,,
no_id,to,O,,
no_id,museums,O,,
no_id,around,O,,
no_id,the,O,,
no_id,world,O,,
no_id,.,O,,

no_id,),O,,
no_id,Seeing,O,,
no_id,and,O,,
no_id,appreciating,O,,
no_id,even,O,,
no_id,that,O,,
no_id,many,O,,
no_id,great,O,,
no_id,paintings,O,,
no_id,could,O,,
no_id,occupy,O,,
no_id,a,O,,
no_id,serious,O,,
no_id,student,O,,
no_id,of,O,,
no_id,art,O,,
no_id,for,O,,
no_id,many,O,,
no_id,weeks,O,,
no_id,.,O,,

no_id,Short,O,,
no_id,-,O,,
no_id,term,O,,
no_id,visitors,O,,
no_id,may,O,,
no_id,have,O,,
no_id,to,O,,
no_id,settle,O,,
no_id,for,O,,
no_id,the,O,,
no_id,condensed,O,,
no_id,highlights,O,,
no_id,",",O,,
no_id,perhaps,O,,
no_id,in,O,,
no_id,a,O,,
no_id,hectic,O,,
no_id,couple,O,,
no_id,of,O,,
no_id,hours,O,,
no_id,.,O,,

no_id,To,O,,
no_id,take,O,,
no_id,in,O,,
no_id,more,O,,
no_id,Old,O,,
no_id,Masters,O,,
no_id,per,O,,
no_id,mile,O,,
no_id,",",O,,
no_id,it,O,,
no_id,’s,O,,
no_id,vital,O,,
no_id,to,O,,
no_id,plan,O,,
no_id,ahead,O,,
no_id,.,O,,

no_id,Decide,O,,
se2,what,SPATIAL_ENTITY,,
se3,you,SPATIAL_ENTITY,['MOVELINK'],['mover']
no_id,want,O,,
no_id,to,O,,
no_id,see,O,,
no_id,and,O,,
m1,head,MOTION,['MOVELINK'],['trigger']
ms0,for,MOTION_SIGNAL,,
se4,it,SPATIAL_ENTITY,['MOVELINK'],['goal']
no_id,first,O,,
no_id,",",O,,
no_id,even,O,,
no_id,if,O,,
no_id,it,O,,
no_id,demands,O,,
no_id,that,O,,
se6,you,SPATIAL_ENTITY,['MOVELINK'],['mover']
m2,rush,MOTION,['MOVELINK'],['trigger']
ms1,past,MOTION_SIGNAL,,
no_id,obvious,O,,
se5,masterworks,SPATIAL_ENTITY,['MOVELINK'],['landmark']
no_id,.,O,,

no_id,Given,O,,
no_id,the,O,,
no_id,usual,O,,
no_id,crowds,O,,
no_id,",",O,,
se7,you,SPATIAL_ENTITY,,
no_id,’d,O,,
no_id,be,O,,
no_id,wise,O,,
no_id,to,O,,
no_id,rest,O,,
no_id,your,O,,
no_id,feet,O,,
no_id,from,O,,
no_id,time,O,,
no_id,to,O,,
no_id,time,O,,
no_id,",",O,,
no_id,or,O,,
no_id,seek,O,,
e1,refreshment,NONMOTION_EVENT,['QSLINK'],['trajector']
s3,in,SPATIAL_SIGNAL,['QSLINK'],['trigger']
no_id,the,O,,
no_id,basement,O,,
pl25,restaurant,PLACE,['QSLINK'],['landmark']
no_id,.,O,,

pl137,Asakusa,PLACE,,
pl138,Asakusa,PLACE,,
no_id,is,O,,
no_id,the,O,,
pl142,heart,PLACE,['QSLINK'],['trajector']
no_id,of,O,,
pl139,Shitamachi,PLACE,['QSLINK'],['landmark']
no_id,",",O,,
no_id,the,O,,
pl140,quarter,PLACE,,
no_id,best,O,,
no_id,-,O,,
no_id,beloved,O,,
no_id,of,O,,
no_id,that,O,,
no_id,fractious,O,,
no_id,",",O,,
no_id,gossipy,O,,
no_id,",",O,,
no_id,prodigal,O,,
no_id,population,O,,
no_id,called,O,,
no_id,the,O,,
no_id,Edokko,O,,
no_id,",",O,,
no_id,who,O,,
no_id,trace,O,,
no_id,their,O,,
no_id,“,O,,
no_id,downtown,O,,
no_id,”,O,,
